wall_time,ros_time,x,y,z,vx,vy,vz,actual_yaw,expected_x,expected_y,expected_z,expected_vx,expected_vy,expected_vz,expected_ax,expected_ay,expected_az,expected_yaw,expected_yaw_dot,pos_cmd_age_sec,position_error_to_expected_m,velocity_error_to_expected_m,yaw_error_rad,mode,armed,active_goal_index,active_goal_x,active_goal_y,active_goal_z,active_goal_distance_m,cross_track_m,along_track_m
3.007,2.244000,-0.006243,0.008892,4.492520,-0.004564,0.003854,0.034195,1.570743,2.805297,1.357410,5.141063,2.997566,0.253024,-0.163690,-0.150360,-1.840024,-0.172769,-0.013789,0.049116,0.003541,3.184944,3.018945,1.584532,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.547672,57.283525,0.000000
3.040,2.276000,-0.006392,0.008523,4.491451,-0.005259,0.004091,0.033360,1.570734,2.896287,1.364367,5.136025,2.994820,0.196840,-0.169062,-0.121018,-1.667830,-0.156131,-0.012577,0.076898,0.003061,3.267925,3.013072,1.583311,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.548020,57.283771,0.000000
3.072,2.308000,-0.006542,0.008170,4.490502,-0.005738,0.004317,0.032528,1.570746,2.978781,1.369190,5.131309,2.991056,0.152124,-0.173206,-0.141649,-1.526245,-0.140251,-0.010980,0.117098,0.005723,3.342927,3.007481,1.581725,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.548352,57.284014,0.000000
3.107,2.344000,-0.006711,0.007726,4.489475,-0.006606,0.003993,0.031202,1.570759,3.096125,1.374069,5.124406,2.984210,0.094909,-0.178337,-0.174167,-1.338951,-0.118254,-0.008256,0.150004,0.003664,3.449293,2.999525,1.579015,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.548736,57.284301,0.000000
3.139,2.376000,-0.006840,0.007391,4.488756,-0.006241,0.004164,0.029778,1.570767,3.189939,1.376447,5.118741,2.978111,0.054281,-0.181847,-0.190625,-1.202070,-0.102264,-0.005507,0.172587,0.002627,3.534204,2.992265,1.576274,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.549021,57.284518,0.000000
3.172,2.408000,-0.006960,0.007076,4.488119,-0.006566,0.003954,0.028896,1.570758,3.273252,1.377511,5.113611,2.972805,0.022243,-0.184533,-0.188381,-1.086315,-0.089616,-0.002568,0.215544,0.008218,3.609588,2.987062,1.573326,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.549284,57.284721,0.000000
3.206,2.444000,-0.007077,0.006759,4.487563,-0.007303,0.004437,0.028183,1.570790,3.390568,1.377591,5.106254,2.966197,-0.018908,-0.187886,-0.154853,-0.957916,-0.076128,0.002034,0.250846,0.002585,3.715636,2.981431,1.568755,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.549537,57.284922,0.000000
3.239,2.476000,-0.007176,0.006492,4.487067,-0.007189,0.004224,0.027277,1.570783,3.484880,1.376545,5.100239,2.961407,-0.047882,-0.190125,-0.141427,-0.853949,-0.063995,0.005965,0.251072,0.004044,3.800984,2.977002,1.564819,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.549754,57.285092,0.000000
3.271,2.508000,-0.007248,0.006264,4.486630,-0.007307,0.004318,0.027054,1.570811,3.567745,1.374881,5.094892,2.957612,-0.070545,-0.191769,-0.129657,-0.764848,-0.053426,0.010057,0.299993,0.008229,3.876038,2.973925,1.560754,CMODE(50593792),false,0,55.000000,16.000000,10.000000,57.549927,57.285224,0.000000
3.307,2.544000,54.998325,15.997922,4.486192,-0.007801,0.004684,0.026477,1.570837,3.685656,1.371516,5.087203,2.953244,-0.099129,-0.193649,-0.095578,-0.660129,-0.040063,0.016149,0.331357,0.003033,53.359939,2.971030,1.554688,CMODE(50593792),false,0,55.000000,16.000000,10.000000,5.513809,0.002669,0.000000
3.340,2.576000,54.998253,15.997719,4.485904,-0.008100,-0.004738,0.025541,0.494917,3.780097,1.368031,5.080989,2.950528,-0.118984,-0.194757,-0.074080,-0.580914,-0.029146,0.021205,0.323053,0.004423,53.269892,2.969017,0.473712,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514097,0.002873,0.000000
3.371,2.608000,54.998188,15.997528,4.485664,-0.007776,-0.004731,0.025019,0.494921,3.862725,1.364496,5.075523,2.948672,-0.134433,-0.195440,-0.058481,-0.520975,-0.019657,0.026336,0.375927,0.008398,53.191250,2.967492,0.468585,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514336,0.003065,0.000000
3.408,2.644000,54.998116,15.997332,4.485425,-0.007491,-0.003885,0.023917,0.494919,3.980729,1.358729,5.067687,2.946642,-0.153819,-0.195954,-0.042044,-0.449210,-0.006112,0.033813,0.405501,0.004564,53.079200,2.966096,0.461106,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514576,0.003267,0.000000
3.439,2.676000,54.998070,15.997248,4.485296,-0.007158,-0.002874,0.023135,0.494936,4.075127,1.353587,5.061407,2.945512,-0.167341,-0.195978,-0.029523,-0.396459,0.004710,0.039873,0.387454,0.003779,52.989762,2.965353,0.455063,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514705,0.003362,0.000000
3.470,2.708000,54.998005,15.997190,4.485135,-0.006881,-0.001803,0.022615,0.494660,4.157651,1.348753,5.055919,2.944825,-0.177827,-0.195713,-0.020313,-0.352912,0.014249,0.045919,0.443015,0.006992,52.911663,2.964999,0.448741,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514866,0.003447,0.000000
3.507,2.744000,54.997913,15.997162,4.484970,-0.006946,-0.000985,0.021784,0.494496,4.275585,1.341375,5.048096,2.944201,-0.190793,-0.194868,-0.011787,-0.296082,0.028061,0.054565,0.467629,0.002233,52.800226,2.965170,0.439931,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515031,0.003523,0.000000
3.540,2.776000,54.997833,15.997171,4.484877,-0.006910,-0.000513,0.021283,0.494215,4.369834,1.335125,5.041875,2.943900,-0.199608,-0.193792,-0.007707,-0.255884,0.039186,0.061496,0.443317,0.003978,52.711291,2.965329,0.432719,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515125,0.003563,0.000000
3.572,2.808000,54.997749,15.997211,4.484817,-0.006669,0.000000,0.021353,0.493950,4.452295,1.329439,5.036463,2.943727,-0.206320,-0.192559,-0.004744,-0.223654,0.048911,0.068355,0.502376,0.007387,52.633552,2.965326,0.425595,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515185,0.003584,0.000000
3.609,2.844000,54.997669,15.997293,4.484793,-0.005888,0.001052,0.021177,0.493828,4.570093,1.321019,5.028801,2.943611,-0.214380,-0.190325,-0.001821,-0.179967,0.062810,0.077979,0.518471,0.003545,52.522656,2.964909,0.415849,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515208,0.003572,0.000000
3.641,2.876000,54.997597,15.997411,4.484794,-0.005588,0.001725,0.020765,0.493778,4.664321,1.314072,5.022743,2.943592,-0.219606,-0.188139,0.000381,-0.146829,0.073807,0.085755,0.494640,0.003803,52.434039,2.964843,0.408022,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515207,0.003533,0.000000
3.672,2.908000,54.997540,15.997549,4.484807,-0.005225,0.001948,0.020546,0.493727,4.746742,1.307869,5.017505,2.943626,-0.223316,-0.185939,0.002051,-0.118193,0.083368,0.093308,0.553405,0.006777,52.356596,2.964642,0.400419,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515194,0.003473,0.000000
3.708,2.944000,54.997486,15.997756,4.484856,-0.004322,0.002613,0.020191,0.493684,4.864511,1.298853,5.010138,2.943755,-0.227268,-0.182341,0.004276,-0.079280,0.096629,0.103766,0.562005,0.003422,52.246042,2.963953,0.389918,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515145,0.003370,0.000000
3.739,2.976000,54.997467,15.997955,4.484921,-0.003662,0.003279,0.020022,0.493669,4.958715,1.291546,5.004355,2.943917,-0.229316,-0.179081,0.005897,-0.048765,0.107022,0.112212,0.536753,0.004279,52.157694,2.963438,0.381457,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.515080,0.003255,0.000000
3.771,3.008000,54.997456,15.998176,4.485005,-0.003338,0.003277,0.019655,0.493667,5.041147,1.285110,4.999384,2.944103,-0.230310,-0.175959,0.007357,-0.022244,0.116000,0.120361,0.596920,0.007710,52.080435,2.963146,0.373306,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514996,0.003131,0.000000
3.806,3.044000,54.997456,15.998406,4.485093,-0.003189,0.004029,0.018560,0.493623,5.158925,1.275897,4.992443,2.944162,-0.230102,-0.171034,0.002911,0.032161,0.130055,0.122328,0.621782,0.002616,51.970076,2.962708,0.371294,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514908,0.003002,0.000000
3.837,3.076000,54.997456,15.998653,4.485178,-0.003176,0.004771,0.018043,0.493683,5.253158,1.268557,4.987037,2.944391,-0.228397,-0.166702,0.011278,0.074424,0.140708,0.130963,0.536832,0.003018,51.881815,2.962541,0.362719,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514823,0.002879,0.000000
3.870,3.108000,54.997459,15.998907,4.485268,-0.002982,0.005469,0.017823,0.493713,5.335641,1.262197,4.982425,2.944772,-0.225807,-0.162633,0.015999,0.110590,0.149938,0.138161,0.531722,0.008038,51.804576,2.962315,0.355552,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514733,0.002766,0.000000
3.907,3.144000,54.997471,15.999237,4.485384,-0.002586,0.006066,0.017449,0.493790,5.453478,1.253266,4.976042,2.945524,-0.220371,-0.156375,0.021121,0.160958,0.162893,0.147872,0.522775,0.003775,51.694212,2.961898,0.345918,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514617,0.002642,0.000000
3.939,3.176000,54.997498,15.999506,4.485498,-0.001925,0.006153,0.017604,0.493974,5.547776,1.246304,4.971122,2.946264,-0.214588,-0.150999,0.024870,0.200392,0.173086,0.155372,0.480162,0.003491,51.605889,2.961246,0.338602,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514502,0.002551,0.000000
3.970,3.208000,54.997540,15.999773,4.485635,-0.001328,0.005802,0.017809,0.494102,5.630295,1.240379,4.966963,2.946997,-0.208501,-0.146029,0.027132,0.234276,0.181893,0.162592,0.528760,0.008086,51.528596,2.960640,0.331510,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514365,0.002471,0.000000
4.009,3.244000,54.997608,16.000031,4.485782,-0.000895,0.005660,0.017432,0.494178,5.748220,1.232239,4.961270,2.948135,-0.198179,-0.138505,0.029576,0.281687,0.194276,0.172498,0.532373,0.005163,51.418051,2.960177,0.321680,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514218,0.002392,0.000000
4.040,3.276000,54.997692,16.000267,4.485947,-0.000794,0.005593,0.017374,0.494358,5.842595,1.226049,4.956939,2.949100,-0.188578,-0.132134,0.030671,0.318304,0.203909,0.180127,0.488254,0.002089,51.329552,2.960055,0.314231,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.514054,0.002323,0.000000
4.072,3.308000,54.997780,16.000492,4.486121,-0.000202,0.006006,0.017028,0.494513,5.925191,1.220898,4.953320,2.949973,-0.179221,-0.126308,0.031516,0.350001,0.212259,0.187444,0.535758,0.006692,51.252060,2.959457,0.307069,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.513880,0.002274,0.000000
4.108,3.344000,54.997913,16.000771,4.486344,0.000756,0.006207,0.016837,0.494612,6.043232,1.214023,4.948441,2.951241,-0.164331,-0.117582,0.031765,0.394346,0.223981,0.197436,0.536644,0.003947,51.141199,2.958465,0.297176,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.513657,0.002224,0.000000
4.139,3.376000,54.998039,16.000988,4.486518,0.001294,0.006543,0.016109,0.494711,6.137703,1.208974,4.944795,2.952252,-0.151159,-0.110268,0.031201,0.428633,0.233085,0.205095,0.490221,0.003371,51.052386,2.957870,0.289615,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.513482,0.002196,0.000000
4.171,3.408000,54.998165,16.001196,4.486697,0.001435,0.006436,0.015769,0.494793,6.220386,1.204914,4.941799,2.953115,-0.138748,-0.103633,0.030353,0.457788,0.240853,0.212415,0.536021,0.006262,50.974590,2.957660,0.282377,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.513304,0.002190,0.000000
4.208,3.444000,54.998299,16.001379,4.486885,0.001799,0.005946,0.015540,0.494809,6.338541,1.199742,4.937850,2.954297,-0.119614,-0.093779,0.028708,0.498935,0.251821,0.222372,0.534334,0.002526,50.863187,2.957187,0.272437,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.513115,0.002190,0.000000
4.243,3.476000,54.998447,16.001541,4.487065,0.002352,0.005648,0.014338,0.494852,6.433116,1.196178,4.934980,2.955170,-0.103147,-0.085588,0.026133,0.530526,0.260247,0.229972,0.486525,0.004213,50.773919,2.956511,0.264880,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.512936,0.002188,0.000000
4.275,3.508000,54.998592,16.001688,4.487226,0.002164,0.005834,0.013509,0.494841,6.515878,1.193502,4.932686,2.955869,-0.087909,-0.078199,0.023672,0.557771,0.267511,0.237207,0.529727,0.007833,50.695704,2.956615,0.257634,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.512774,0.002198,0.000000
4.312,3.544000,54.998760,16.001844,4.487410,0.002292,0.005856,0.012927,0.494813,6.634147,1.190445,4.929776,2.956734,-0.064842,-0.067297,0.019454,0.595440,0.277542,0.247002,0.525327,0.003809,50.583684,2.956376,0.247812,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.512591,0.002222,0.000000
4.345,3.576000,54.998901,16.001949,4.487562,0.002683,0.005320,0.012434,0.494763,6.728788,1.188683,4.927766,2.957287,-0.045323,-0.058292,0.014829,0.624286,0.285223,0.254433,0.475496,0.003830,50.493865,2.955885,0.240330,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.512438,0.002238,0.000000
4.377,3.608000,54.999035,16.002033,4.487721,0.002393,0.005053,0.012556,0.494706,6.811598,1.187662,4.926247,2.957637,-0.027496,-0.050213,0.010120,0.649057,0.291837,0.261480,0.516087,0.006361,50.415147,2.956090,0.233226,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.512279,0.002250,0.000060
4.413,3.644000,54.999168,16.002100,4.487894,0.002706,0.004763,0.012422,0.494704,6.929940,1.187094,4.924475,2.957934,-0.000892,-0.038372,0.003890,0.681758,0.300418,0.271017,0.510865,0.003457,50.302344,2.955670,0.223688,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.512107,0.002249,0.000209
4.445,3.676000,54.999298,16.002159,4.488072,0.002570,0.005058,0.011805,0.494664,7.024605,1.187421,4.923403,2.957963,0.021335,-0.028652,-0.002137,0.707420,0.307128,0.278231,0.461866,0.002888,50.211923,2.955714,0.216433,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.511929,0.002243,0.000352
4.477,3.708000,54.999409,16.002197,4.488248,0.002286,0.004341,0.011249,0.494705,7.107447,1.188302,4.922723,2.957812,0.041435,-0.019976,-0.008732,0.728452,0.312598,0.285043,0.498835,0.007502,50.132627,2.955924,0.209662,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.511752,0.002227,0.000468
4.513,3.744000,54.999542,16.002195,4.488451,0.002452,0.003716,0.010191,0.494747,7.225774,1.190554,4.922177,2.957292,0.071157,-0.007322,-0.017622,0.757411,0.320048,0.294233,0.491380,0.003455,50.019054,2.955661,0.200515,OFFBOARD,false,0,55.000000,16.000000,10.000000,5.511550,0.002165,0.000586
